model,question_id,dimension,statement,score,raw_text,lambda_val,strategy
Stacked_L1.0_Addition,24,agreeableness,I sympathize with others' feelings.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,25,agreeableness,I am not interested in other people's problems.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,26,agreeableness,I have a soft heart.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,27,agreeableness,I am not really interested in others.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,28,agreeableness,I take time out for others.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,29,agreeableness,I feel others' emotions.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,30,agreeableness,I make people feel at ease.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,31,conscientiousness,I am always prepared.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,32,conscientiousness,I leave my belongings around.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,33,conscientiousness,I pay attention to details.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,34,conscientiousness,I make a mess of things.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,35,conscientiousness,I get chores done right away.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,37,conscientiousness,I like order.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,38,conscientiousness,I shirk my duties.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,39,conscientiousness,I follow a schedule.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,40,conscientiousness,I am exacting in my work.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,41,openness,I have a rich vocabulary.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,42,openness,I have difficulty understanding abstract ideas.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,43,openness,I have a vivid imagination.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,44,openness,I am not interested in abstract ideas.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,45,openness,I have excellent ideas.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,46,openness,I do not have a good imagination.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,47,openness,I am quick to understand things.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,48,openness,I use difficult words.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,49,openness,I spend time reflecting on things.,4.0,4,1.0,Addition
Stacked_L1.0_Addition,50,openness,I am full of ideas.,4.0,4,1.0,Addition
Stacked_L1.0_Normalized,1,extraversion,I am the life of the party.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,2,extraversion,I don't talk a lot.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,4,extraversion,I keep in the background.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,5,extraversion,I start conversations.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,6,extraversion,I have little to say.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,7,extraversion,I talk to a lot of different people at parties.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,8,extraversion,I don't like to draw attention to myself.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,9,extraversion,I don't mind being the center of attention.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,10,extraversion,I am quiet around strangers.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,11,neuroticism,I get stressed out easily.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,13,neuroticism,I worry about things.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,14,neuroticism,I seldom feel blue.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,15,neuroticism,I am easily disturbed.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,16,neuroticism,I get upset easily.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,17,neuroticism,I change my mood a lot.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,18,neuroticism,I have frequent mood swings.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,19,neuroticism,I get irritated easily.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,20,neuroticism,I often feel blue.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,21,agreeableness,I feel little concern for others.,5.0,5,1.0,Normalized
Stacked_L1.0_Normalized,22,agreeableness,I am interested in people.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,23,agreeableness,I insult people.,5.0,5,1.0,Normalized
Stacked_L1.0_Normalized,24,agreeableness,I sympathize with others' feelings.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,25,agreeableness,I am not interested in other people's problems.,5.0,5,1.0,Normalized
Stacked_L1.0_Normalized,26,agreeableness,I have a soft heart.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,27,agreeableness,I am not really interested in others.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,28,agreeableness,I take time out for others.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,29,agreeableness,I feel others' emotions.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,30,agreeableness,I make people feel at ease.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,31,conscientiousness,I am always prepared.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,32,conscientiousness,I leave my belongings around.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,33,conscientiousness,I pay attention to details.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,34,conscientiousness,I make a mess of things.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,35,conscientiousness,I get chores done right away.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,37,conscientiousness,I like order.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,38,conscientiousness,I shirk my duties.,5.0,5,1.0,Normalized
Stacked_L1.0_Normalized,39,conscientiousness,I follow a schedule.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,40,conscientiousness,I am exacting in my work.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,41,openness,I have a rich vocabulary.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,42,openness,I have difficulty understanding abstract ideas.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,43,openness,I have a vivid imagination.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,44,openness,I am not interested in abstract ideas.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,45,openness,I have excellent ideas.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,46,openness,I do not have a good imagination.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,47,openness,I am quick to understand things.,3.0,3,1.0,Normalized
Stacked_L1.0_Normalized,48,openness,I use difficult words.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,49,openness,I spend time reflecting on things.,4.0,4,1.0,Normalized
Stacked_L1.0_Normalized,50,openness,I am full of ideas.,4.0,4,1.0,Normalized
Stacked_L1.5_Addition,1,extraversion,I am the life of the party.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,2,extraversion,I don't talk a lot.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,3,extraversion,I feel comfortable around people.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,4,extraversion,I keep in the background.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,5,extraversion,I start conversations.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,6,extraversion,I have little to say.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,7,extraversion,I talk to a lot of different people at parties.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,8,extraversion,I don't like to draw attention to myself.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,9,extraversion,I don't mind being the center of attention.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,10,extraversion,I am quiet around strangers.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,11,neuroticism,I get stressed out easily.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,12,neuroticism,I am relaxed most of the time.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,13,neuroticism,I worry about things.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,14,neuroticism,I seldom feel blue.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,15,neuroticism,I am easily disturbed.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,16,neuroticism,I get upset easily.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,17,neuroticism,I change my mood a lot.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,18,neuroticism,I have frequent mood swings.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,19,neuroticism,I get irritated easily.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,20,neuroticism,I often feel blue.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,21,agreeableness,I feel little concern for others.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,22,agreeableness,I am interested in people.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,23,agreeableness,I insult people.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,24,agreeableness,I sympathize with others' feelings.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,25,agreeableness,I am not interested in other people's problems.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,26,agreeableness,I have a soft heart.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,27,agreeableness,I am not really interested in others.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,28,agreeableness,I take time out for others.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,29,agreeableness,I feel others' emotions.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,30,agreeableness,I make people feel at ease.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,31,conscientiousness,I am always prepared.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,32,conscientiousness,I leave my belongings around.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,33,conscientiousness,I pay attention to details.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,34,conscientiousness,I make a mess of things.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,35,conscientiousness,I get chores done right away.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,36,conscientiousness,I often forget to put things back in their proper place.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,37,conscientiousness,I like order.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,38,conscientiousness,I shirk my duties.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,39,conscientiousness,I follow a schedule.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,40,conscientiousness,I am exacting in my work.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,41,openness,I have a rich vocabulary.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,42,openness,I have difficulty understanding abstract ideas.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,43,openness,I have a vivid imagination.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,44,openness,I am not interested in abstract ideas.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,45,openness,I have excellent ideas.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,46,openness,I do not have a good imagination.,,"I'm sorry,",1.5,Addition
Stacked_L1.5_Addition,47,openness,I am quick to understand things.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,48,openness,I use difficult words.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,49,openness,I spend time reflecting on things.,,I'm not sure,1.5,Addition
Stacked_L1.5_Addition,50,openness,I am full of ideas.,,I'm not sure,1.5,Addition
Stacked_L1.5_Normalized,1,extraversion,I am the life of the party.,3.0,3,1.5,Normalized
Stacked_L1.5_Normalized,2,extraversion,I don't talk a lot.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,1.5,Normalized
Stacked_L1.5_Normalized,4,extraversion,I keep in the background.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,5,extraversion,I start conversations.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,6,extraversion,I have little to say.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,7,extraversion,I talk to a lot of different people at parties.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,8,extraversion,I don't like to draw attention to myself.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,9,extraversion,I don't mind being the center of attention.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,10,extraversion,I am quiet around strangers.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,11,neuroticism,I get stressed out easily.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,1.5,Normalized
Stacked_L1.5_Normalized,13,neuroticism,I worry about things.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,14,neuroticism,I seldom feel blue.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,15,neuroticism,I am easily disturbed.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,16,neuroticism,I get upset easily.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,17,neuroticism,I change my mood a lot.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,18,neuroticism,I have frequent mood swings.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,19,neuroticism,I get irritated easily.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,20,neuroticism,I often feel blue.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,21,agreeableness,I feel little concern for others.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,22,agreeableness,I am interested in people.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,23,agreeableness,I insult people.,5.0,5,1.5,Normalized
Stacked_L1.5_Normalized,24,agreeableness,I sympathize with others' feelings.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,25,agreeableness,I am not interested in other people's problems.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,26,agreeableness,I have a soft heart.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,27,agreeableness,I am not really interested in others.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,28,agreeableness,I take time out for others.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,29,agreeableness,I feel others' emotions.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,30,agreeableness,I make people feel at ease.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,31,conscientiousness,I am always prepared.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,32,conscientiousness,I leave my belongings around.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,33,conscientiousness,I pay attention to details.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,34,conscientiousness,I make a mess of things.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,35,conscientiousness,I get chores done right away.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,37,conscientiousness,I like order.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,38,conscientiousness,I shirk my duties.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,39,conscientiousness,I follow a schedule.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,40,conscientiousness,I am exacting in my work.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,41,openness,I have a rich vocabulary.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,42,openness,I have difficulty understanding abstract ideas.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,43,openness,I have a vivid imagination.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,44,openness,I am not interested in abstract ideas.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,45,openness,I have excellent ideas.,3.0,3,1.5,Normalized
Stacked_L1.5_Normalized,46,openness,I do not have a good imagination.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,47,openness,I am quick to understand things.,3.0,3,1.5,Normalized
Stacked_L1.5_Normalized,48,openness,I use difficult words.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,49,openness,I spend time reflecting on things.,4.0,4,1.5,Normalized
Stacked_L1.5_Normalized,50,openness,I am full of ideas.,3.0,3,1.5,Normalized
Stacked_L2.0_Addition,1,extraversion,I am the life of the party.,,I'm not sure,2.0,Addition
Stacked_L2.0_Addition,2,extraversion,I don't talk a lot.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,3,extraversion,I feel comfortable around people.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,4,extraversion,I keep in the background.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,5,extraversion,I start conversations.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,6,extraversion,I have little to say.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,7,extraversion,I talk to a lot of different people at parties.,,I don't know,2.0,Addition
Stacked_L2.0_Addition,8,extraversion,I don't like to draw attention to myself.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,9,extraversion,I don't mind being the center of attention.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,10,extraversion,I am quiet around strangers.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,11,neuroticism,I get stressed out easily.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,12,neuroticism,I am relaxed most of the time.,,I'm not sure,2.0,Addition
Stacked_L2.0_Addition,13,neuroticism,I worry about things.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,14,neuroticism,I seldom feel blue.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,15,neuroticism,I am easily disturbed.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,16,neuroticism,I get upset easily.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,17,neuroticism,I change my mood a lot.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,18,neuroticism,I have frequent mood swings.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,19,neuroticism,I get irritated easily.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,20,neuroticism,I often feel blue.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,21,agreeableness,I feel little concern for others.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,22,agreeableness,I am interested in people.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,23,agreeableness,I insult people.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,24,agreeableness,I sympathize with others' feelings.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,25,agreeableness,I am not interested in other people's problems.,,I'm not sure,2.0,Addition
Stacked_L2.0_Addition,26,agreeableness,I have a soft heart.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,27,agreeableness,I am not really interested in others.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,28,agreeableness,I take time out for others.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,29,agreeableness,I feel others' emotions.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,30,agreeableness,I make people feel at ease.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,31,conscientiousness,I am always prepared.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,32,conscientiousness,I leave my belongings around.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,33,conscientiousness,I pay attention to details.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,34,conscientiousness,I make a mess of things.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,35,conscientiousness,I get chores done right away.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,36,conscientiousness,I often forget to put things back in their proper place.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,37,conscientiousness,I like order.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,38,conscientiousness,I shirk my duties.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,39,conscientiousness,I follow a schedule.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,40,conscientiousness,I am exacting in my work.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,41,openness,I have a rich vocabulary.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,42,openness,I have difficulty understanding abstract ideas.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,43,openness,I have a vivid imagination.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,44,openness,I am not interested in abstract ideas.,,I'm not sure,2.0,Addition
Stacked_L2.0_Addition,45,openness,I have excellent ideas.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,46,openness,I do not have a good imagination.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,47,openness,I am quick to understand things.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,48,openness,I use difficult words.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,49,openness,I spend time reflecting on things.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Addition,50,openness,I am full of ideas.,,"I'm sorry,",2.0,Addition
Stacked_L2.0_Normalized,1,extraversion,I am the life of the party.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,2,extraversion,I don't talk a lot.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,2.0,Normalized
Stacked_L2.0_Normalized,4,extraversion,I keep in the background.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,5,extraversion,I start conversations.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,6,extraversion,I have little to say.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,7,extraversion,I talk to a lot of different people at parties.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,8,extraversion,I don't like to draw attention to myself.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,9,extraversion,I don't mind being the center of attention.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,10,extraversion,I am quiet around strangers.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,11,neuroticism,I get stressed out easily.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,12,neuroticism,I am relaxed most of the time.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,13,neuroticism,I worry about things.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,14,neuroticism,I seldom feel blue.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,15,neuroticism,I am easily disturbed.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,16,neuroticism,I get upset easily.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,17,neuroticism,I change my mood a lot.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,18,neuroticism,I have frequent mood swings.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,19,neuroticism,I get irritated easily.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,20,neuroticism,I often feel blue.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,21,agreeableness,I feel little concern for others.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,22,agreeableness,I am interested in people.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,23,agreeableness,I insult people.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,24,agreeableness,I sympathize with others' feelings.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,25,agreeableness,I am not interested in other people's problems.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,26,agreeableness,I have a soft heart.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,27,agreeableness,I am not really interested in others.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,28,agreeableness,I take time out for others.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,29,agreeableness,I feel others' emotions.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,30,agreeableness,I make people feel at ease.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,31,conscientiousness,I am always prepared.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,32,conscientiousness,I leave my belongings around.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,33,conscientiousness,I pay attention to details.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,34,conscientiousness,I make a mess of things.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,35,conscientiousness,I get chores done right away.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,37,conscientiousness,I like order.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,38,conscientiousness,I shirk my duties.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,39,conscientiousness,I follow a schedule.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,40,conscientiousness,I am exacting in my work.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,41,openness,I have a rich vocabulary.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,42,openness,I have difficulty understanding abstract ideas.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,43,openness,I have a vivid imagination.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,44,openness,I am not interested in abstract ideas.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,45,openness,I have excellent ideas.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,46,openness,I do not have a good imagination.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,47,openness,I am quick to understand things.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,48,openness,I use difficult words.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,49,openness,I spend time reflecting on things.,4.0,4,2.0,Normalized
Stacked_L2.0_Normalized,50,openness,I am full of ideas.,4.0,4,2.0,Normalized
Stacked_L2.5_Addition,1,extraversion,I am the life of the party.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,2,extraversion,I don't talk a lot.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,3,extraversion,I feel comfortable around people.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,4,extraversion,I keep in the background.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,5,extraversion,I start conversations.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,6,extraversion,I have little to say.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,7,extraversion,I talk to a lot of different people at parties.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,8,extraversion,I don't like to draw attention to myself.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,9,extraversion,I don't mind being the center of attention.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,10,extraversion,I am quiet around strangers.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,11,neuroticism,I get stressed out easily.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,12,neuroticism,I am relaxed most of the time.,,I'm not sure,2.5,Addition
Stacked_L2.5_Addition,13,neuroticism,I worry about things.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,14,neuroticism,I seldom feel blue.,,"I'm sorry,",2.5,Addition
